user_id,recency_days,order_count,total_spent,r_score,f_score,m_score,rfm_label
U002666,51.0,5.0,9024.529999999999,3.0,5.0,4.0,潜力用户
U002667,26.0,1.0,1297.69,4.0,1.0,1.0,一般用户
U002668,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002669,92.0,2.0,2553.15,2.0,2.0,2.0,流失风险用户
U002670,143.0,2.0,4988.610000000001,1.0,2.0,3.0,流失风险用户
U002671,23.0,3.0,4090.8100000000004,4.0,3.0,2.0,潜力用户
U002672,8.0,11.0,42538.200000000004,5.0,5.0,5.0,高价值用户
U002673,29.0,3.0,4120.24,4.0,3.0,2.0,潜力用户
U002674,28.0,4.0,8233.47,4.0,4.0,4.0,高价值用户
U002675,25.0,3.0,2969.9700000000003,4.0,3.0,2.0,潜力用户
U002676,101.0,1.0,846.47,1.0,1.0,1.0,流失风险用户
U002677,2.0,1.0,1948.51,5.0,1.0,2.0,一般用户
U002678,66.0,5.0,30939.85,2.0,5.0,5.0,一般用户
U002679,56.0,3.0,4781.46,2.0,3.0,3.0,一般用户
U002680,97.0,1.0,123.54,2.0,1.0,1.0,流失风险用户
U002681,13.0,5.0,6343.780000000001,5.0,5.0,3.0,潜力用户
U002682,47.0,5.0,11424.77,3.0,5.0,4.0,潜力用户
U002683,18.0,3.0,20469.41,4.0,3.0,5.0,潜力用户
U002684,20.0,3.0,29684.44,4.0,3.0,5.0,潜力用户
U002685,1.0,4.0,10361.25,5.0,4.0,4.0,高价值用户
U002686,5.0,2.0,3805.4,5.0,2.0,2.0,一般用户
U002687,149.0,1.0,484.76,1.0,1.0,1.0,流失风险用户
U002688,49.0,2.0,1022.8299999999999,3.0,2.0,1.0,一般用户
U002689,79.0,2.0,7228.889999999999,2.0,2.0,3.0,流失风险用户
U002690,27.0,2.0,732.47,4.0,2.0,1.0,一般用户
U002691,27.0,1.0,3020.89,4.0,1.0,2.0,一般用户
U002692,86.0,4.0,12235.16,2.0,4.0,4.0,一般用户
U002693,46.0,3.0,7218.83,3.0,3.0,3.0,潜力用户
U002694,45.0,3.0,2894.6,3.0,3.0,2.0,潜力用户
U002695,62.0,2.0,3491.8,2.0,2.0,2.0,流失风险用户
U002696,63.0,4.0,13213.210000000001,2.0,4.0,4.0,一般用户
U002697,8.0,3.0,4140.11,5.0,3.0,2.0,潜力用户
U002698,128.0,1.0,529.69,1.0,1.0,1.0,流失风险用户
U002699,36.0,2.0,1734.67,3.0,2.0,1.0,一般用户
U002700,40.0,4.0,6560.19,3.0,4.0,3.0,潜力用户
U002701,113.0,3.0,5183.660000000001,1.0,3.0,3.0,一般用户
U002702,27.0,6.0,34946.270000000004,4.0,5.0,5.0,高价值用户
U002703,7.0,4.0,8055.44,5.0,4.0,4.0,高价值用户
U002704,49.0,2.0,4720.74,3.0,2.0,3.0,一般用户
U002705,44.0,2.0,1522.1399999999999,3.0,2.0,1.0,一般用户
U002706,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002707,9.0,2.0,17804.96,5.0,2.0,5.0,一般用户
U002708,80.0,3.0,35712.65,2.0,3.0,5.0,一般用户
U002709,21.0,1.0,3754.85,4.0,1.0,2.0,一般用户
U002710,50.0,2.0,7378.530000000001,3.0,2.0,3.0,一般用户
U002711,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002712,18.0,6.0,16383.919999999998,4.0,5.0,5.0,高价值用户
U002713,47.0,2.0,3402.29,3.0,2.0,2.0,一般用户
U002714,77.0,1.0,4853.56,2.0,1.0,3.0,流失风险用户
U002715,16.0,4.0,8182.79,4.0,4.0,4.0,高价值用户
U002716,81.0,3.0,6934.6,2.0,3.0,3.0,一般用户
U002717,26.0,3.0,7135.17,4.0,3.0,3.0,潜力用户
U002718,68.0,4.0,33264.73,2.0,4.0,5.0,一般用户
U002719,26.0,4.0,9965.6,4.0,4.0,4.0,高价值用户
U002720,7.0,3.0,3844.25,5.0,3.0,2.0,潜力用户
U002721,2.0,4.0,4744.01,5.0,4.0,3.0,潜力用户
U002722,44.0,2.0,2992.55,3.0,2.0,2.0,一般用户
U002723,18.0,1.0,1065.27,4.0,1.0,1.0,一般用户
U002724,103.0,2.0,3314.88,1.0,2.0,2.0,流失风险用户
U002725,72.0,2.0,2391.96,2.0,2.0,2.0,流失风险用户
U002726,18.0,2.0,793.52,4.0,2.0,1.0,一般用户
U002727,118.0,2.0,1540.81,1.0,2.0,1.0,流失风险用户
U002728,42.0,4.0,11752.01,3.0,4.0,4.0,潜力用户
U002729,87.0,5.0,10227.23,2.0,5.0,4.0,一般用户
U002730,6.0,2.0,1807.33,5.0,2.0,2.0,一般用户
U002731,87.0,1.0,778.43,2.0,1.0,1.0,流失风险用户
U002732,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002733,54.0,3.0,4891.0199999999995,3.0,3.0,3.0,潜力用户
U002734,120.0,1.0,1127.71,1.0,1.0,1.0,流失风险用户
U002735,98.0,2.0,1444.8799999999999,2.0,2.0,1.0,流失风险用户
U002736,0.0,5.0,6323.97,5.0,5.0,3.0,潜力用户
U002737,48.0,1.0,20569.27,3.0,1.0,5.0,一般用户
U002738,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002739,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002740,67.0,1.0,1328.27,2.0,1.0,1.0,流失风险用户
U002741,29.0,6.0,9778.57,4.0,5.0,4.0,高价值用户
U002742,109.0,2.0,23868.22,1.0,2.0,5.0,流失风险用户
U002743,17.0,1.0,267.45,4.0,1.0,1.0,一般用户
U002744,9.0,1.0,2668.27,5.0,1.0,2.0,一般用户
U002745,20.0,4.0,17434.49,4.0,4.0,5.0,高价值用户
U002746,41.0,5.0,8508.44,3.0,5.0,4.0,潜力用户
U002747,32.0,5.0,22988.059999999998,3.0,5.0,5.0,潜力用户
U002748,24.0,6.0,17556.25,4.0,5.0,5.0,高价值用户
U002749,10.0,3.0,4453.860000000001,5.0,3.0,3.0,潜力用户
U002750,71.0,3.0,3632.47,2.0,3.0,2.0,一般用户
U002751,144.0,1.0,1434.88,1.0,1.0,1.0,流失风险用户
U002752,6.0,3.0,7592.18,5.0,3.0,3.0,潜力用户
U002753,41.0,1.0,2312.21,3.0,1.0,2.0,一般用户
U002754,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002755,85.0,2.0,3064.8900000000003,2.0,2.0,2.0,流失风险用户
U002756,101.0,3.0,20981.56,1.0,3.0,5.0,一般用户
U002757,72.0,3.0,3378.95,2.0,3.0,2.0,一般用户
U002758,58.0,2.0,2591.64,2.0,2.0,2.0,流失风险用户
U002759,1.0,4.0,9801.38,5.0,4.0,4.0,高价值用户
U002760,47.0,3.0,7097.22,3.0,3.0,3.0,潜力用户
U002761,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002762,24.0,4.0,21904.4,4.0,4.0,5.0,高价值用户
U002763,172.0,1.0,1098.24,1.0,1.0,1.0,流失风险用户
U002764,49.0,4.0,5089.57,3.0,4.0,3.0,潜力用户
U002765,87.0,1.0,20400.79,2.0,1.0,5.0,流失风险用户
U002766,26.0,5.0,15744.310000000001,4.0,5.0,5.0,高价值用户
U002767,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002768,49.0,2.0,1059.91,3.0,2.0,1.0,一般用户
U002769,1.0,6.0,20121.47,5.0,5.0,5.0,高价值用户
U002770,8.0,3.0,10553.220000000001,5.0,3.0,4.0,潜力用户
U002771,84.0,4.0,8944.5,2.0,4.0,4.0,一般用户
U002772,3.0,3.0,3768.15,5.0,3.0,2.0,潜力用户
U002773,27.0,2.0,4035.3100000000004,4.0,2.0,2.0,一般用户
U002774,78.0,3.0,4257.9,2.0,3.0,3.0,一般用户
U002775,36.0,3.0,7045.51,3.0,3.0,3.0,潜力用户
U002776,32.0,2.0,676.46,3.0,2.0,1.0,一般用户
U002777,41.0,4.0,6955.4800000000005,3.0,4.0,3.0,潜力用户
U002778,61.0,4.0,1338.12,2.0,4.0,1.0,一般用户
U002779,27.0,1.0,888.72,4.0,1.0,1.0,一般用户
U002780,154.0,2.0,31851.47,1.0,2.0,5.0,流失风险用户
U002781,27.0,3.0,3951.02,4.0,3.0,2.0,潜力用户
U002782,34.0,2.0,2290.84,3.0,2.0,2.0,一般用户
U002783,140.0,2.0,3245.33,1.0,2.0,2.0,流失风险用户
U002784,38.0,2.0,7809.58,3.0,2.0,4.0,一般用户
U002785,40.0,4.0,10273.699999999999,3.0,4.0,4.0,潜力用户
U002786,157.0,2.0,1925.94,1.0,2.0,2.0,流失风险用户
U002787,5.0,2.0,30782.780000000002,5.0,2.0,5.0,一般用户
U002788,105.0,2.0,7274.9,1.0,2.0,3.0,流失风险用户
U002789,16.0,8.0,28562.559999999998,4.0,5.0,5.0,高价值用户
U002790,7.0,10.0,42180.57,5.0,5.0,5.0,高价值用户
U002791,47.0,6.0,40536.05,3.0,5.0,5.0,潜力用户
U002792,42.0,2.0,5881.2,3.0,2.0,3.0,一般用户
U002793,56.0,4.0,15375.189999999999,2.0,4.0,4.0,一般用户
U002794,51.0,4.0,7572.13,3.0,4.0,3.0,潜力用户
U002795,17.0,3.0,4082.89,4.0,3.0,2.0,潜力用户
U002796,10.0,3.0,3642.9300000000003,5.0,3.0,2.0,潜力用户
U002797,87.0,2.0,4599.91,2.0,2.0,3.0,流失风险用户
U002798,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002799,28.0,5.0,22320.58,4.0,5.0,5.0,高价值用户
U002800,35.0,3.0,21740.920000000002,3.0,3.0,5.0,潜力用户
U002801,156.0,1.0,1456.21,1.0,1.0,1.0,流失风险用户
U002802,17.0,4.0,10423.15,4.0,4.0,4.0,高价值用户
U002803,26.0,3.0,4471.83,4.0,3.0,3.0,潜力用户
U002804,53.0,5.0,5486.219999999999,3.0,5.0,3.0,潜力用户
U002805,0.0,4.0,26111.809999999998,5.0,4.0,5.0,高价值用户
U002806,119.0,1.0,1069.86,1.0,1.0,1.0,流失风险用户
U002807,85.0,5.0,23413.75,2.0,5.0,5.0,一般用户
U002808,30.0,1.0,357.58,4.0,1.0,1.0,一般用户
U002809,33.0,8.0,52206.81,3.0,5.0,5.0,潜力用户
U002810,98.0,3.0,2790.13,2.0,3.0,2.0,一般用户
U002811,8.0,5.0,15843.83,5.0,5.0,5.0,高价值用户
U002812,43.0,2.0,2876.1800000000003,3.0,2.0,2.0,一般用户
U002813,22.0,1.0,15127.41,4.0,1.0,4.0,一般用户
U002814,107.0,2.0,2722.57,1.0,2.0,2.0,流失风险用户
U002815,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002816,60.0,2.0,14391.5,2.0,2.0,4.0,流失风险用户
U002817,4.0,1.0,2576.55,5.0,1.0,2.0,一般用户
U002818,52.0,3.0,1260.23,3.0,3.0,1.0,潜力用户
U002819,39.0,3.0,9102.5,3.0,3.0,4.0,潜力用户
U002820,18.0,4.0,26031.920000000002,4.0,4.0,5.0,高价值用户
U002821,36.0,3.0,7856.29,3.0,3.0,4.0,潜力用户
U002822,35.0,1.0,2112.84,3.0,1.0,2.0,一般用户
U002823,4.0,4.0,3355.9,5.0,4.0,2.0,潜力用户
U002824,2.0,8.0,28143.05,5.0,5.0,5.0,高价值用户
U002825,43.0,5.0,19178.59,3.0,5.0,5.0,潜力用户
U002826,41.0,3.0,10726.77,3.0,3.0,4.0,潜力用户
U002827,74.0,4.0,14804.81,2.0,4.0,4.0,一般用户
U002828,5.0,6.0,33748.79,5.0,5.0,5.0,高价值用户
U002829,127.0,4.0,24624.7,1.0,4.0,5.0,一般用户
U002830,71.0,5.0,14972.71,2.0,5.0,4.0,一般用户
U002831,132.0,2.0,6222.91,1.0,2.0,3.0,流失风险用户
U002832,21.0,3.0,1344.67,4.0,3.0,1.0,潜力用户
U002833,56.0,7.0,32220.940000000002,2.0,5.0,5.0,一般用户
U002834,3.0,4.0,15376.94,5.0,4.0,4.0,高价值用户
U002835,58.0,7.0,25583.370000000003,2.0,5.0,5.0,一般用户
U002836,27.0,6.0,11001.74,4.0,5.0,4.0,高价值用户
U002837,124.0,2.0,183.64999999999998,1.0,2.0,1.0,流失风险用户
U002838,21.0,3.0,5230.52,4.0,3.0,3.0,潜力用户
U002839,112.0,2.0,1737.8600000000001,1.0,2.0,1.0,流失风险用户
U002840,68.0,4.0,34262.77,2.0,4.0,5.0,一般用户
U002841,122.0,2.0,20014.38,1.0,2.0,5.0,流失风险用户
U002842,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002843,125.0,4.0,13736.279999999999,1.0,4.0,4.0,一般用户
U002844,164.0,1.0,2074.71,1.0,1.0,2.0,流失风险用户
U002845,106.0,4.0,7056.11,1.0,4.0,3.0,一般用户
U002846,39.0,4.0,4918.5599999999995,3.0,4.0,3.0,潜力用户
U002847,40.0,1.0,4650.74,3.0,1.0,3.0,一般用户
U002848,65.0,2.0,5994.37,2.0,2.0,3.0,流失风险用户
U002849,84.0,4.0,10763.37,2.0,4.0,4.0,一般用户
U002850,29.0,7.0,22611.35,4.0,5.0,5.0,高价值用户
U002851,29.0,3.0,14723.49,4.0,3.0,4.0,潜力用户
U002852,42.0,1.0,3296.85,3.0,1.0,2.0,一般用户
U002853,25.0,4.0,3890.2000000000003,4.0,4.0,2.0,潜力用户
U002854,76.0,4.0,2705.33,2.0,4.0,2.0,一般用户
U002855,61.0,2.0,5441.450000000001,2.0,2.0,3.0,流失风险用户
U002856,34.0,4.0,19813.090000000004,3.0,4.0,5.0,潜力用户
U002857,23.0,3.0,10301.68,4.0,3.0,4.0,潜力用户
U002858,20.0,6.0,29496.11,4.0,5.0,5.0,高价值用户
U002859,124.0,2.0,5666.34,1.0,2.0,3.0,流失风险用户
U002860,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002861,160.0,1.0,609.21,1.0,1.0,1.0,流失风险用户
U002862,8.0,5.0,14256.28,5.0,5.0,4.0,高价值用户
U002863,30.0,4.0,4660.03,4.0,4.0,3.0,潜力用户
U002864,48.0,2.0,2197.6,3.0,2.0,2.0,一般用户
U002865,44.0,4.0,20714.32,3.0,4.0,5.0,潜力用户
U002866,9.0,3.0,5775.360000000001,5.0,3.0,3.0,潜力用户
U002867,6.0,4.0,26695.440000000002,5.0,4.0,5.0,高价值用户
U002868,2.0,6.0,20012.5,5.0,5.0,5.0,高价值用户
U002869,155.0,2.0,4511.7699999999995,1.0,2.0,3.0,流失风险用户
U002870,10.0,6.0,6961.61,5.0,5.0,3.0,潜力用户
U002871,106.0,1.0,829.44,1.0,1.0,1.0,流失风险用户
U002872,52.0,3.0,20285.309999999998,3.0,3.0,5.0,潜力用户
U002873,10.0,4.0,41338.97,5.0,4.0,5.0,高价值用户
U002874,7.0,4.0,4918.5,5.0,4.0,3.0,潜力用户
U002875,68.0,6.0,3938.7200000000003,2.0,5.0,2.0,一般用户
U002876,57.0,1.0,7468.65,2.0,1.0,3.0,流失风险用户
U002877,100.0,1.0,728.68,1.0,1.0,1.0,流失风险用户
U002878,2.0,4.0,4051.76,5.0,4.0,2.0,潜力用户
U002879,101.0,1.0,16940.08,1.0,1.0,5.0,流失风险用户
U002880,89.0,2.0,21562.77,2.0,2.0,5.0,流失风险用户
U002881,40.0,6.0,25252.55,3.0,5.0,5.0,潜力用户
U002882,43.0,4.0,9209.24,3.0,4.0,4.0,潜力用户
U002883,52.0,2.0,19320.98,3.0,2.0,5.0,一般用户
U002884,101.0,2.0,4504.25,1.0,2.0,3.0,流失风险用户
U002885,9.0,5.0,33252.87,5.0,5.0,5.0,高价值用户
U002886,89.0,3.0,40668.119999999995,2.0,3.0,5.0,一般用户
U002887,16.0,4.0,11336.369999999999,4.0,4.0,4.0,高价值用户
U002888,19.0,4.0,4915.72,4.0,4.0,3.0,潜力用户
U002889,59.0,3.0,4436.37,2.0,3.0,3.0,一般用户
U002890,107.0,1.0,1657.1,1.0,1.0,1.0,流失风险用户
U002891,3.0,5.0,29702.85,5.0,5.0,5.0,高价值用户
U002892,0.0,4.0,13925.09,5.0,4.0,4.0,高价值用户
U002893,49.0,2.0,852.3,3.0,2.0,1.0,一般用户
U002894,51.0,1.0,1798.16,3.0,1.0,2.0,一般用户
U002895,47.0,4.0,3437.87,3.0,4.0,2.0,潜力用户
U002896,35.0,2.0,20328.76,3.0,2.0,5.0,一般用户
U002897,24.0,2.0,2328.45,4.0,2.0,2.0,一般用户
U002898,61.0,5.0,14460.099999999999,2.0,5.0,4.0,一般用户
U002899,0.0,1.0,495.21,5.0,1.0,1.0,一般用户
U002900,26.0,3.0,3724.34,4.0,3.0,2.0,潜力用户
U002901,23.0,2.0,3367.74,4.0,2.0,2.0,一般用户
U002902,3.0,4.0,10133.27,5.0,4.0,4.0,高价值用户
U002903,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002904,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002905,57.0,1.0,3136.48,2.0,1.0,2.0,流失风险用户
U002906,24.0,4.0,15824.98,4.0,4.0,5.0,高价值用户
U002907,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002908,7.0,5.0,7353.16,5.0,5.0,3.0,潜力用户
U002909,9.0,2.0,6615.04,5.0,2.0,3.0,一般用户
U002910,10.0,1.0,674.51,5.0,1.0,1.0,一般用户
U002911,70.0,6.0,12478.13,2.0,5.0,4.0,一般用户
U002912,58.0,2.0,3900.87,2.0,2.0,2.0,流失风险用户
U002913,72.0,6.0,5889.88,2.0,5.0,3.0,一般用户
U002914,29.0,4.0,16267.87,4.0,4.0,5.0,高价值用户
U002915,27.0,4.0,32604.539999999997,4.0,4.0,5.0,高价值用户
U002916,32.0,6.0,17426.46,3.0,5.0,5.0,潜力用户
U002917,8.0,3.0,3406.88,5.0,3.0,2.0,潜力用户
U002918,6.0,2.0,3451.87,5.0,2.0,2.0,一般用户
U002919,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002920,147.0,3.0,3784.44,1.0,3.0,2.0,一般用户
U002921,56.0,2.0,2537.71,2.0,2.0,2.0,流失风险用户
U002922,99.0,3.0,14453.33,1.0,3.0,4.0,一般用户
U002923,12.0,3.0,3612.9,5.0,3.0,2.0,潜力用户
U002924,19.0,6.0,27420.93,4.0,5.0,5.0,高价值用户
U002925,66.0,4.0,10536.29,2.0,4.0,4.0,一般用户
U002926,15.0,5.0,15284.619999999999,4.0,5.0,4.0,高价值用户
U002927,98.0,4.0,21752.02,2.0,4.0,5.0,一般用户
U002928,14.0,5.0,5617.51,4.0,5.0,3.0,潜力用户
U002929,9.0,3.0,4361.33,5.0,3.0,3.0,潜力用户
U002930,27.0,4.0,5261.99,4.0,4.0,3.0,潜力用户
U002931,19.0,1.0,2712.14,4.0,1.0,2.0,一般用户
U002932,54.0,2.0,22594.66,3.0,2.0,5.0,一般用户
U002933,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002934,53.0,1.0,907.15,3.0,1.0,1.0,一般用户
U002935,146.0,1.0,973.15,1.0,1.0,1.0,流失风险用户
U002936,7.0,2.0,3892.5,5.0,2.0,2.0,一般用户
U002937,173.0,1.0,1850.08,1.0,1.0,2.0,流失风险用户
U002938,53.0,3.0,4889.6,3.0,3.0,3.0,潜力用户
U002939,2.0,4.0,11406.9,5.0,4.0,4.0,高价值用户
U002940,7.0,6.0,8166.7,5.0,5.0,4.0,高价值用户
U002941,163.0,3.0,40701.740000000005,1.0,3.0,5.0,一般用户
U002942,9.0,3.0,17590.07,5.0,3.0,5.0,潜力用户
U002943,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002944,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002945,76.0,5.0,16553.58,2.0,5.0,5.0,一般用户
U002946,42.0,7.0,21991.82,3.0,5.0,5.0,潜力用户
U002947,61.0,4.0,10480.06,2.0,4.0,4.0,一般用户
U002948,8.0,2.0,2158.52,5.0,2.0,2.0,一般用户
U002949,39.0,3.0,2043.78,3.0,3.0,2.0,潜力用户
U002950,73.0,4.0,24162.670000000002,2.0,4.0,5.0,一般用户
U002951,31.0,1.0,286.32,3.0,1.0,1.0,一般用户
U002952,94.0,2.0,828.58,2.0,2.0,1.0,流失风险用户
U002953,62.0,2.0,12630.58,2.0,2.0,4.0,流失风险用户
U002954,23.0,3.0,49362.990000000005,4.0,3.0,5.0,潜力用户
U002955,159.0,1.0,5649.1,1.0,1.0,3.0,流失风险用户
U002956,96.0,1.0,2424.86,2.0,1.0,2.0,流失风险用户
U002957,109.0,2.0,1784.0500000000002,1.0,2.0,1.0,流失风险用户
U002958,6.0,3.0,23037.69,5.0,3.0,5.0,潜力用户
U002959,38.0,1.0,361.84,3.0,1.0,1.0,一般用户
U002960,43.0,5.0,25601.980000000003,3.0,5.0,5.0,潜力用户
U002961,90.0,2.0,25473.9,2.0,2.0,5.0,流失风险用户
U002962,44.0,3.0,3978.44,3.0,3.0,2.0,潜力用户
U002963,108.0,3.0,1894.67,1.0,3.0,2.0,一般用户
U002964,13.0,4.0,9006.46,5.0,4.0,4.0,高价值用户
U002965,91.0,1.0,1133.85,2.0,1.0,1.0,流失风险用户
U002966,75.0,3.0,4636.9400000000005,2.0,3.0,3.0,一般用户
U002967,18.0,2.0,747.21,4.0,2.0,1.0,一般用户
U002968,95.0,2.0,1950.1599999999999,2.0,2.0,2.0,流失风险用户
U002969,114.0,1.0,2243.48,1.0,1.0,2.0,流失风险用户
U002970,29.0,5.0,14977.3,4.0,5.0,4.0,高价值用户
U002971,27.0,2.0,1851.49,4.0,2.0,2.0,一般用户
U002972,47.0,5.0,14743.21,3.0,5.0,4.0,潜力用户
U002973,127.0,1.0,1047.52,1.0,1.0,1.0,流失风险用户
U002974,22.0,2.0,2487.05,4.0,2.0,2.0,一般用户
U002975,68.0,2.0,18568.23,2.0,2.0,5.0,流失风险用户
U002976,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002977,11.0,5.0,5862.16,5.0,5.0,3.0,潜力用户
U002978,24.0,1.0,1120.67,4.0,1.0,1.0,一般用户
U002979,6.0,6.0,6346.51,5.0,5.0,3.0,潜力用户
U002980,111.0,3.0,6387.679999999999,1.0,3.0,3.0,一般用户
U002981,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002982,46.0,3.0,646.0899999999999,3.0,3.0,1.0,潜力用户
U002983,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002984,53.0,3.0,5402.74,3.0,3.0,3.0,潜力用户
U002985,143.0,1.0,1057.92,1.0,1.0,1.0,流失风险用户
U002986,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002987,51.0,6.0,29496.11,3.0,5.0,5.0,潜力用户
U002988,2.0,1.0,1189.39,5.0,1.0,1.0,一般用户
U002989,52.0,2.0,6539.84,3.0,2.0,3.0,一般用户
U002990,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002991,106.0,1.0,747.31,1.0,1.0,1.0,流失风险用户
U002992,21.0,2.0,5625.0,4.0,2.0,3.0,一般用户
U002993,107.0,2.0,1512.51,1.0,2.0,1.0,流失风险用户
U002994,89.0,3.0,3446.1899999999996,2.0,3.0,2.0,一般用户
U002995,13.0,5.0,7693.799999999999,5.0,5.0,3.0,潜力用户
U002996,134.0,2.0,14766.23,1.0,2.0,4.0,流失风险用户
U002997,77.0,2.0,16031.24,2.0,2.0,5.0,流失风险用户
U002998,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U002999,28.0,2.0,3227.58,4.0,2.0,2.0,一般用户
U003000,29.0,3.0,5888.05,4.0,3.0,3.0,潜力用户
U003001,24.0,4.0,14094.64,4.0,4.0,4.0,高价值用户
U003002,7.0,1.0,1364.85,5.0,1.0,1.0,一般用户
U003003,10.0,5.0,39181.990000000005,5.0,5.0,5.0,高价值用户
U003004,61.0,3.0,2850.92,2.0,3.0,2.0,一般用户
U003005,19.0,3.0,3097.7799999999997,4.0,3.0,2.0,潜力用户
U003006,66.0,5.0,56035.600000000006,2.0,5.0,5.0,一般用户
U003007,2.0,2.0,7131.84,5.0,2.0,3.0,一般用户
U003008,6.0,4.0,8942.78,5.0,4.0,4.0,高价值用户
U003009,50.0,5.0,17748.559999999998,3.0,5.0,5.0,潜力用户
U003010,30.0,1.0,2115.45,4.0,1.0,2.0,一般用户
U003011,157.0,2.0,2342.64,1.0,2.0,2.0,流失风险用户
U003012,15.0,5.0,14071.45,4.0,5.0,4.0,高价值用户
U003013,58.0,3.0,4780.139999999999,2.0,3.0,3.0,一般用户
U003014,2.0,3.0,4198.91,5.0,3.0,3.0,潜力用户
U003015,28.0,2.0,9450.84,4.0,2.0,4.0,一般用户
U003016,61.0,4.0,13432.380000000001,2.0,4.0,4.0,一般用户
U003017,50.0,2.0,6018.94,3.0,2.0,3.0,一般用户
U003018,11.0,5.0,10657.24,5.0,5.0,4.0,高价值用户
U003019,18.0,4.0,5405.85,4.0,4.0,3.0,潜力用户
U003020,26.0,5.0,11710.439999999999,4.0,5.0,4.0,高价值用户
U003021,80.0,3.0,9501.65,2.0,3.0,4.0,一般用户
U003022,114.0,3.0,1581.53,1.0,3.0,1.0,一般用户
U003023,75.0,5.0,15820.81,2.0,5.0,5.0,一般用户
U003024,17.0,3.0,7437.25,4.0,3.0,3.0,潜力用户
U003025,64.0,4.0,8687.36,2.0,4.0,4.0,一般用户
U003026,18.0,4.0,6899.08,4.0,4.0,3.0,潜力用户
U003027,39.0,7.0,25236.789999999997,3.0,5.0,5.0,潜力用户
U003028,12.0,2.0,24476.21,5.0,2.0,5.0,一般用户
U003029,0.0,6.0,11499.04,5.0,5.0,4.0,高价值用户
U003030,70.0,1.0,416.34,2.0,1.0,1.0,流失风险用户
U003031,44.0,2.0,4400.98,3.0,2.0,3.0,一般用户
U003032,20.0,3.0,5195.17,4.0,3.0,3.0,潜力用户
U003033,68.0,1.0,567.93,2.0,1.0,1.0,流失风险用户
U003034,30.0,4.0,9118.279999999999,4.0,4.0,4.0,高价值用户
U003035,50.0,1.0,181.19,3.0,1.0,1.0,一般用户
U003036,130.0,5.0,30498.429999999997,1.0,5.0,5.0,一般用户
U003037,5.0,5.0,31039.59,5.0,5.0,5.0,高价值用户
U003038,17.0,3.0,7343.2,4.0,3.0,3.0,潜力用户
U003039,13.0,4.0,47780.53,5.0,4.0,5.0,高价值用户
U003040,37.0,7.0,13343.15,3.0,5.0,4.0,潜力用户
U003041,124.0,3.0,5973.53,1.0,3.0,3.0,一般用户
U003042,83.0,3.0,4451.860000000001,2.0,3.0,3.0,一般用户
U003043,15.0,3.0,1059.23,4.0,3.0,1.0,潜力用户
U003044,18.0,2.0,6557.49,4.0,2.0,3.0,一般用户
U003045,1.0,4.0,5809.469999999999,5.0,4.0,3.0,潜力用户
U003046,129.0,2.0,965.3599999999999,1.0,2.0,1.0,流失风险用户
U003047,1.0,5.0,15951.74,5.0,5.0,5.0,高价值用户
U003048,58.0,2.0,1187.92,2.0,2.0,1.0,流失风险用户
U003049,30.0,4.0,14718.34,4.0,4.0,4.0,高价值用户
U003050,34.0,6.0,21694.34,3.0,5.0,5.0,潜力用户
U003051,40.0,2.0,6279.1,3.0,2.0,3.0,一般用户
U003052,72.0,3.0,16403.55,2.0,3.0,5.0,一般用户
U003053,71.0,3.0,7169.7300000000005,2.0,3.0,3.0,一般用户
U003054,37.0,5.0,4328.389999999999,3.0,5.0,3.0,潜力用户
U003055,76.0,4.0,8146.55,2.0,4.0,4.0,一般用户
U003056,18.0,1.0,102.91,4.0,1.0,1.0,一般用户
U003057,16.0,2.0,1060.31,4.0,2.0,1.0,一般用户
U003058,25.0,3.0,1047.46,4.0,3.0,1.0,潜力用户
U003059,17.0,7.0,7594.57,4.0,5.0,3.0,潜力用户
